CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
joaquinantoniohernandezcorrea,Joaquín Antonio Hernández Correa,Diputado Propietario,PRD,1957-04-28, ,Mayoría Relativa, Tamaulipas Distrito: 7 (Ciudad Madero) ,Técnico,Agropecuaria y zootecnia,LVII,1997-08-22,2000-08-31
joaquinmontañoyamuni,Joaquín Montaño Yamuni,Diputado Propietario,PAN,1952-08-24, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 2 (Los Mochis) ,Licenciatura,Económico-financiera,LVII,1997-08-22,2000-08-31
joelayalaalmeida,Joel Ayala Almeida,Diputado Propietario,PRI,1946-12-20, Sonora ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Económico-financiera,LVII,1997-08-22,2000-08-31
joelguerrerojuarez,Joel Guerrero Juárez,Diputado Propietario,PRI,1950-12-03, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 7 (Tepeapulco) ,,,LVII,1997-08-22,2000-08-31
jorgealejandrojimeneztaboada,Jorge Alejandro Jiménez Taboada,Diputado Propietario,PVEM,1900-01-01, ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Licenciatura,Ciencias de la educación,LVII,1997-08-22,2000-08-31
jorgealfonsocalderonsalazar,Jorge Alfonso Calderón Salazar,Senador Propietario,PRD,1949-01-23, Sinaloa ,Representación Proporcional, Distrito Federal ,Licenciatura,Económico-financiera,LVII,1997-08-22,2000-08-31
jorgecanedovargas,Jorge Canedo Vargas,Diputado Propietario,PRI,1948-09-05, Michoacán ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
jorgedoroteozapatagarcia,Jorge Doroteo Zapata García,Diputado Suplente,PRI,1949-09-26, Chihuahua ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
jorgeduranchavez,Jorge Durán Chávez,Diputado Propietario,PRI,1928-08-04, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,,,LVII,1997-08-22,2000-08-31
jorgefernandoiturribarriabolañoscacho,Jorge Fernando Iturribarría Bolaños-Cacho,Senador Suplente,PRI,1943-04-05, Oaxaca ,Mayoría Relativa, Oaxaca ,,,LVII,1997-08-22,2000-08-31
jorgegalvanmoreno,Jorge Galván Moreno,Senador Suplente,PAN,1932-01-31, Distrito Federal ,Primera Minoría, Distrito Federal ,,,LVII,1997-08-22,2000-08-31
jorgeguadalupelopeztijerina,Jorge Guadalupe López Tijerina,Senador Propietario,PRI,1944-09-03, Tamaulipas ,Mayoría Relativa, Tamaulipas ,,,LVII,1997-08-22,2000-08-31
jorgegomezmerida,Jorge Gómez Mérida,Diputado Propietario,PAN,1953-01-11, Chiapas ,Representación Proporcional, N/A ,Licenciatura,Ciencias de la salud,LVII,1997-08-22,2000-08-31
jorgehumbertozamarripadiaz,Jorge Humberto Zamarripa Díaz,Diputado Propietario,PAN,1958-10-29, Aguascalientes ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
jorgeleondiaz,Jorge León Díaz,Diputado Propietario,PT,1962-12-18, ,Mayoría Relativa, México Distrito: 28 (Nezahualcóyotl) ,,,LVII,1997-08-22,2000-08-31
jorgeomarpolancozapata,Jorge Omar Polanco Zapata,Senador Propietario,Ind.,1952-02-09, Quintana Roo ,Mayoría Relativa, Quintana Roo ,,,LVII,1997-08-22,2000-08-31
jorgerodolfobudiblichtle,Jorge Rodolfo Budib Lichtle,Senador Suplente,PRI,1947-08-13, Puebla ,Mayoría Relativa, Puebla ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
jorgesilvamorales,Jorge Silva Morales,Diputado Propietario,PRD,1956-04-01, ,Mayoría Relativa, México Distrito: 8 (Tultitlán de Mariano Escobedo) ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
jorgetomasesparzacarlo,Jorge Tomás Esparza Carlo,Diputado Propietario,PAN,1944-01-28, Durango ,Mayoría Relativa, Baja California Distrito: 4 (Tijuana) ,Preparatoria,,LVII,1997-08-22,2000-08-31
joseadandenizmacias,José Adán Deniz Macías,Diputado Propietario,PT,1950-05-01, ,Mayoría Relativa, Colima Distrito: 1 (Colima) ,,,LVII,1997-08-22,2000-08-31
joseagapitodominguezlacroix,José Agapito Domínguez Lacroix,Diputado Propietario,PRI,1938-01-09, Tabasco ,Mayoría Relativa, Tabasco Distrito: 1 (Frontera) ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
joseantonioalemangarcia,José Antonio Alemán García,Diputado Suplente,PRD,1900-01-01, ,Representación Proporcional, N/A ,,,LVII,1997-08-22,2000-08-31
joseantoniorojogarciadealba,José Antonio Rojo García de Alba,Diputado Propietario,PRI,1966-02-14, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 2 (Ixmiquilpan) ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
joseantonioromualdoherrancabrera,José Antonio Romualdo Herrán Cabrera,Diputado Propietario,PAN,1940-01-21, San Luis Potosí ,Representación Proporcional, N/A ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
joseantoniovaldivia,José Antonio Valdivia,Senador Propietario,PRI,1938-05-16, Baja California Sur ,Mayoría Relativa, Baja California Sur ,Licenciatura,Otra,LVII,1997-08-22,2000-08-31
joseantonioalvarezhernandez,José Antonio Álvarez Hernández,Diputado Propietario,PAN,1967-06-30, Jalisco ,Mayoría Relativa, Jalisco Distrito: 16 (Tlaquepaque) ,Maestría,Económico-financiera,LVII,1997-08-22,2000-08-31
josearmandojassosilva,José Armando Jasso Silva,Diputado Propietario,PAN,1960-10-30, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 8 (Guadalupe) ,Preparatoria,,LVII,1997-08-22,2000-08-31
joseascencionorihuelabarcenas,José Ascención Orihuela Bárcenas,Senador Suplente,PRI,1952-03-19, Michoacán ,Mayoría Relativa, Michoacán ,,,LVII,1997-08-22,2000-08-31
josecarloscotaosuna,José Carlos Cota Osuna,Diputado Propietario,PRI,1946-03-16, Baja California Sur ,Mayoría Relativa, Baja California Sur Distrito: 1 (Santa Rosalía) ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
joseernestomanriquevillarreal,José Ernesto Manrique Villarreal,Diputado Propietario,PRI,1939-11-07, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 6 (El Mante) ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
joseespinavonroehrich,José Espina Von Roehrich,Diputado Propietario,PAN,1965-05-08, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 15 (Benito Juárez) ,Licenciatura,Ciencias políticas y sociales,LVII,1997-08-22,2000-08-31
joseeulogiobonillarobles,José Eulogio Bonilla Robles,Diputado Propietario,PRI,1946-01-25, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 1 (Fresnillo) ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
josefernandoherreroarandia,José Fernando Herrero Arandia,Senador Propietario,PAN,1953-02-27, Puebla ,Primera Minoría, Puebla ,,,LVII,1997-08-22,2000-08-31
josefelixsalgadomacedonio,José Félix Salgado Macedonio,Senador Propietario,PRD,1957-01-14, Guerrero ,Primera Minoría, Guerrero ,Licenciatura,Agropecuaria y zootecnia,LVII,1997-08-22,2000-08-31
josegasconmercado,José Gascón Mercado,Diputado Propietario,PRI,1929-11-20, Nayarit ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
joseguadalupetarcisiorodriguezmartinez,José Guadalupe Tarcisio Rodríguez Martínez,Senador Propietario,PAN,1959-09-18, Jalisco ,Representación Proporcional, Jalisco ,,,LVII,1997-08-22,2000-08-31
joseguadarramamarquez,José Guadarrama Márquez,Senador Propietario,PRI,1948-12-16, Hidalgo ,Mayoría Relativa, Hidalgo ,Licenciatura,Humanidades,LVII,1997-08-22,2000-08-31
joseignaciomartineztadeo,José Ignacio Martínez Tadeo,Diputado Propietario,PRI,1944-03-20, Sonora ,Mayoría Relativa, Sonora Distrito: 4 (Guaymas) ,Técnico,Agropecuaria y zootecnia,LVII,1997-08-22,2000-08-31
josejanitziosotoelguera,José Janitzio Soto Elguera,Diputado Propietario,PRI,1900-01-01, ,Mayoría Relativa, México Distrito: 16 (Tlalnepantla de Baz) ,Ninguno,,LVII,1997-08-22,2000-08-31
josejesusmontejoblanco,José Jesús Montejo Blanco,Diputado Propietario,PAN,1955-01-18, Campeche ,Representación Proporcional, Campeche Circunscripción: Tercera ,Licenciatura,Ciencias de la salud,LVII,1997-08-22,2000-08-31
joselaurovillarrealnavarro,José Lauro Villarreal Navarro,Diputado Suplente,PRI,1900-01-01, ,Mayoría Relativa, Coahuila Distrito: 2 (San Pedro) ,,,LVII,1997-08-22,2000-08-31
joseluisacostaherrera,José Luis Acosta Herrera,Diputado Propietario,PRI,1954-04-30, Aguascalientes ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
joseluisbenjaminlamadridsauza,José Luis Benjamín Lamadrid Sauza,Diputado Propietario,PRI,1931-02-22, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
joseluisenriquezgonzalez,José Luis Enríquez González,Diputado Propietario,PRI,1943-01-18, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Preparatoria,,LVII,1997-08-22,2000-08-31
joseluisfloreshernandez,José Luis Flores Hernández,Diputado Propietario,PRI,1950-01-07, Puebla ,Mayoría Relativa, Puebla Distrito: 3 (Teziutlán) ,Maestría,Económico-financiera,LVII,1997-08-22,2000-08-31
joseluisgarciacortes,José Luis García Cortés,Diputado Propietario,PRD,1969-04-19, ,Mayoría Relativa, México Distrito: 25 (Chimalhuacán) ,,,LVII,1997-08-22,2000-08-31
joseluisgutierrezcureño,José Luis Gutiérrez Cureño,Diputado Propietario,PRD,1965-06-21, ,Representación Proporcional, Guerrero Circunscripción: Quinta ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
joseluislopezlopez,José Luis López López,Diputado Propietario,PT,1900-01-01, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Arquitectura y diseño,LVII,1997-08-22,2000-08-31
joseluismedinaaguiar,José Luis Medina Aguiar,Senador Propietario,PRI,1954-06-28, Nayarit ,Mayoría Relativa, Nayarit ,,,LVII,1997-08-22,2000-08-31
joseluispavonvinales,José Luis Pavón Vinales,Diputado Propietario,PRI,1900-01-01, ,Mayoría Relativa, Veracruz Distrito: 23 (Minatitlán) ,Técnico,Otra,LVII,1997-08-22,2000-08-31
joseluissoberanesreyes,José Luis Soberanes Reyes,Senador Propietario,PRI,1950-05-18, Sinaloa ,Mayoría Relativa, Sinaloa ,Maestría,Ingeniería,LVII,1997-08-22,2000-08-31
joseluissanchezcampos,José Luis Sánchez Campos,Diputado Propietario,PRD,1950-05-28, ,Mayoría Relativa, México Distrito: 20 (Nezahualcóyotl) ,Maestría,Derecho,LVII,1997-08-22,2000-08-31
josemanuelmedellinmilan,José Manuel Medellín Milán,Senador Propietario,PRI,1947-06-10, San Luis Potosí ,Mayoría Relativa, San Luis Potosí ,,,LVII,1997-08-22,2000-08-31
josemanueltorayabaqueiro,José Manuel Toraya Baqueiro,Senador Propietario,PRI,1948-07-03, Yucatán ,Mayoría Relativa, Yucatán ,Maestría,Administración y contaduría,LVII,1997-08-22,2000-08-31
josemariadelosreyestorres,José María De los Reyes Torres,Diputado Suplente,PRI,1904-03-19, Hidalgo ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
josenatividadjimenezmoreno,José Natividad Jiménez Moreno,Senador Propietario,PAN,1959-09-08, Michoacán ,Primera Minoría, Colima ,,,LVII,1997-08-22,2000-08-31
joseoctaviodiazreyes,José Octavio Díaz Reyes,Diputado Propietario,PRD,1958-05-22, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Ciencias de la salud,LVII,1997-08-22,2000-08-31
josepascualgrandesanchez,José Pascual Grande Sánchez,Diputado Propietario,PRI,1944-02-11, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,Técnico,,LVII,1997-08-22,2000-08-31
joseramirezgamero,José Ramírez Gamero,Senador Propietario,PRI,1938-06-12, Durango ,Representación Proporcional, Durango ,Maestría,Derecho,LVII,1997-08-22,2000-08-31
joseramonmedinapadilla,José Ramón Medina Padilla,Senador Propietario,PAN,1959-03-29, Zacatecas ,Primera Minoría, Zacatecas ,,,LVII,1997-08-22,2000-08-31
josetrinidadlanzcardenas,José Trinidad Lanz Cárdenas,Senador Propietario,PRI,1932-01-30, Campeche ,Primera Minoría, Campeche ,,,LVII,1997-08-22,2000-08-31
josezuppanuñez,José Zuppa Núñez,Diputado Suplente,PRI,1900-01-01, ,Mayoría Relativa, México Distrito: 4 (Nicolás Romero) ,,,LVII,1997-08-22,2000-08-31
josedej.martindelcampocastañeda,José de J. Martín Del Campo Castañeda,Diputado Propietario,PRD,1948-12-20, ,Mayoría Relativa, Distrito Federal Distrito: 4 (Gustavo A. Madero) ,Maestría,Humanidades,LVII,1997-08-22,2000-08-31
josedejesuspadillapadilla,José de Jesús Padilla Padilla,Senador Propietario,PRI,1943-12-20, Jalisco ,Representación Proporcional, Guanajuato ,,,LVII,1997-08-22,2000-08-31
josedejesustorresleon,José de Jesús Torres León,Diputado Propietario,PAN,1952-06-04, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 12 (Celaya) ,Licenciatura,Ciencias de la salud,LVII,1997-08-22,2000-08-31
josedelcarmenenriquezrosado,José del Carmen Enríquez Rosado,Diputado Propietario,PRD,1947-07-16, ,Representación Proporcional, Morelos Circunscripción: Cuarta ,,,LVII,1997-08-22,2000-08-31
josealvarovallartaceceña,José Álvaro Vallarta Ceceña,Senador Propietario,PRI,1959-08-25, Nayarit ,Mayoría Relativa, Nayarit ,Maestría,Otra,LVII,1997-08-22,2000-08-31
joseangelfraustoortiz,José Ángel Frausto Ortiz,Diputado Propietario,PAN,1966-06-18, Zacatecas ,Mayoría Relativa, Jalisco Distrito: 9 (Guadalajara) ,Pasante/Licenciatura trunca,Administración y contaduría,LVII,1997-08-22,2000-08-31
joseoscaraguilargonzalez,José Óscar Aguilar González,Diputado Propietario,PRI,1957-12-27, Puebla ,Mayoría Relativa, Puebla Distrito: 4 (Libres) ,Maestría,Derecho,LVII,1997-08-22,2000-08-31
juanantoniogarciavilla,Juan Antonio García Villa,Senador Propietario,PAN,1945-02-08, Coahuila ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanantonioguajardoanzaldua,Juan Antonio Guajardo Anzaldúa,Diputado Propietario,PRD,1958-11-30, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
juanantoniopratsgarcia,Juan Antonio Prats García,Diputado Propietario,PRD,1954-06-13, ,Mayoría Relativa, Michoacán Distrito: 8 (Morelia) ,,,LVII,1997-08-22,2000-08-31
juanarizmendihernandez,Juan Arizmendi Hernández,Diputado Propietario,PRI,1944-01-08, Durango ,Mayoría Relativa, Durango Distrito: 3 (Lerdo) ,Licenciatura,Agropecuaria y zootecnia,LVII,1997-08-22,2000-08-31
juanbuenotorio,Juan Bueno Torio,Diputado Propietario,PAN,1953-09-21, Veracruz ,Mayoría Relativa, Veracruz Distrito: 16 (Córdoba) ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
juanbaezrodriguez,Juan Báez Rodríguez,Diputado Suplente,PRI,1900-01-01, ,Mayoría Relativa, Tamaulipas Distrito: 5 (Ciudad Victoria) ,,,LVII,1997-08-22,2000-08-31
juancarlosespinavonroehrich,Juan Carlos Espina Von Roehrich,Diputado Propietario,PAN,1969-05-17, Distrito Federal ,Representación Proporcional, N/A ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LVII,1997-08-22,2000-08-31
juancarlosgutierrezfragoso,Juan Carlos Gutiérrez Fragoso,Diputado Propietario,PAN,1962-08-10, Durango ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juancarlosgomezaranda,Juan Carlos Gómez Aranda,Diputado Propietario,PRI,1954-10-06, Chiapas ,Mayoría Relativa, Chiapas Distrito: 8 (Comitán de Domínguez) ,Licenciatura,Ciencias políticas y sociales,LVII,1997-08-22,2000-08-31
juancristobalcespedes,Juan Cristóbal Céspedes,Diputado Propietario,PRI,1940-06-24, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Primaria,,LVII,1997-08-22,2000-08-31
juanenriqueibarrapedroza,Juan Enrique Ibarra Pedroza,Diputado Propietario,PRI,1952-08-16, Jalisco ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanfernandopalominotopete,Juan Fernando Palomino Topete,Senador Propietario,PRI,1955-05-21, Aguascalientes ,Mayoría Relativa, Aguascalientes ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanignaciofuenteslarios,Juan Ignacio Fuentes Larios,Diputado Propietario,PAN,1966-08-16, Jalisco ,Mayoría Relativa, Jalisco Distrito: 4 (Zapopan) ,Técnico,Arquitectura y diseño,LVII,1997-08-22,2000-08-31
juanjaramillofricas,Juan Jaramillo Fricas,Diputado Suplente,PRI,1900-01-01, ,Mayoría Relativa, Morelos Distrito: 1 (Cuernavaca) ,,,LVII,1997-08-22,2000-08-31
juanjosecastrojusto,Juan José Castro Justo,Senador Suplente,PRI,1952-04-13, Guerrero ,Mayoría Relativa, Guerrero ,Licenciatura,Ciencias políticas y sociales,LVII,1997-08-22,2000-08-31
juanjosecruzmartinez,Juan José Cruz Martínez,Diputado Propietario,PT,1900-01-01, ,Representación Proporcional, Durango Circunscripción: Segunda ,Licenciatura,Agropecuaria y zootecnia,LVII,1997-08-22,2000-08-31
juanjosegarciadealbabustamante,Juan José García de Alba Bustamante,Diputado Propietario,PAN,1949-08-27, Michoacán ,Mayoría Relativa, Jalisco Distrito: 10 (Zapopan) ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
juanjosegarciadequevedobaeza,Juan José García de Quevedo Baeza,Diputado Propietario,PRI,1952-09-17, Jalisco ,Mayoría Relativa, Jalisco Distrito: 15 (La Barca) ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanjosegonzalezdavar,Juan José González Davar,Diputado Propietario,PRD,1954-09-18, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Pasante/Licenciatura trunca,Administración y contaduría,LVII,1997-08-22,2000-08-31
juanjosequirinosalas,Juan José Quirino Salas,Senador Propietario,PRD,1957-03-28, Zacatecas ,Representación Proporcional, Zacatecas ,,,LVII,1997-08-22,2000-08-31
juanjoserodriguezprats,Juan José Rodríguez Prats,Diputado Propietario,PAN,1946-03-17, Chiapas ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanmanuelfelixleon,Juan Manuel Félix León,Diputado Propietario,PRI,1956-03-30, Durango ,Mayoría Relativa, Durango Distrito: 1 (Santiago Papasquiaro) ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanmanuelparasgonzalez,Juan Manuel Parás González,Diputado Propietario,PRI,1956-04-11, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 5 (Monterrey) ,Licenciatura,,LVII,1997-08-22,2000-08-31
juanmoisescallejacastañon,Juan Moisés Calleja Castañón,Diputado Propietario,PRI,1954-03-24, Distrito Federal ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanoscartrinidadpalacios,Juan Oscar Trinidad Palacios,Diputado Propietario,PRI,1900-01-01, ,Mayoría Relativa, Chiapas Distrito: 7 (Tonalá) ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juanramirorobledoruiz,Juan Ramiro Robledo Ruiz,Senador Propietario,PRI,1949-09-09, San Luis Potosí ,Mayoría Relativa, San Luis Potosí ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juandedioscastrolozano,Juan de Dios Castro Lozano,Senador Propietario,PAN,1942-03-25, Coahuila ,Primera Minoría, Durango ,Maestría,Derecho,LVII,1997-08-22,2000-08-31
juanagonzalezortiz,Juana González Ortiz,Diputada Propietario,PRI,1951-05-01, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 1 (Matehuala) ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
judithmurguiacorral,Judith Murguía Corral,Senadora Propietario,PRI,1959-09-27, Durango ,Mayoría Relativa, Durango ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
julietaortenciagallardomora,Julieta Ortencia Gallardo Mora,Diputada Propietario,PRD,1952-05-13, ,Mayoría Relativa, Michoacán Distrito: 2 (Puruandiro) ,Técnico,Otra,LVII,1997-08-22,2000-08-31
juliocastrillonvaldes,Julio Castrillón Valdés,Diputado Propietario,PAN,1934-08-03, Coahuila ,Mayoría Relativa, Nuevo León Distrito: 6 (Monterrey) ,Maestría,Ciencias políticas y sociales,LVII,1997-08-22,2000-08-31
juliofaeslercarlisle,Julio Faesler Carlisle,Diputado Propietario,PAN,1930-05-10, ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
juliannazarmorales,Julián Nazar Morales,Diputado Propietario,PRI,1955-04-26, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Profesor Normalista,,LVII,1997-08-22,2000-08-31
justinianoguzmanreyna,Justiniano Guzmán Reyna,Diputado Propietario,Ind.,1954-08-21, ,Representación Proporcional, N/A ,,,LVII,1997-08-22,2000-08-31
justinoeduardoandradesanchez,Justino Eduardo Andrade Sánchez,Senador Propietario,PRI,1948-07-29, Veracruz ,Mayoría Relativa, Veracruz ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
lauraarellanoheredia,Laura Arellano Heredia,Diputada Suplente,PAN,1900-01-01, ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
laurahermelindapavonjaramillo,Laura Hermelinda Pavón Jaramillo,Senadora Propietario,PRI,1943-05-19, México ,Mayoría Relativa, México ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
laydaelenasansoressanroman,Layda Elena Sansores San Román,Senadora Propietario,PRD,1945-08-07, Campeche ,Mayoría Relativa, Campeche ,Maestría,Ciencias de la salud,LVII,1997-08-22,2000-08-31
leniabatresguadarrama,Lenia Batres Guadarrama,Diputada Propietario,PRD,1969-08-06, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LVII,1997-08-22,2000-08-31
leobardocasanovamagallanes,Leobardo Casanova Magallanes,Diputado Propietario,PRI,1949-06-22, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 5 (Juchipila) ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
leonardogarciacamarena,Leonardo García Camarena,Diputado Propietario,PAN,1966-09-22, Jalisco ,Mayoría Relativa, Jalisco Distrito: 3 (Tepatitlán de Morelos) ,Maestría,Administración y contaduría,LVII,1997-08-22,2000-08-31
leonardotorresduarte,Leonardo Torres Duarte,Diputado Suplente,PRD,1900-01-01, ,Mayoría Relativa, Michoacán Distrito: 12 (Apatzingán) ,,,LVII,1997-08-22,2000-08-31
leonardoyañezvargas,Leonardo Yáñez Vargas,Senador Propietario,Ind.,1937-10-26, Sonora ,Primera Minoría, Sonora ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
leopoldoenriquebautistavillegas,Leopoldo Enrique Bautista Villegas,Diputado Propietario,PRD,1949-06-29, ,Mayoría Relativa, Michoacán Distrito: 9 (Uruapan) ,Maestría,Económico-financiera,LVII,1997-08-22,2000-08-31
leticiaroblescolin,Leticia Robles Colín,Diputada Propietario,PRD,1960-02-21, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 16 (Álvaro Obregón) ,,,LVII,1997-08-22,2000-08-31
leticiavillegasnava,Leticia Villegas Nava,Diputada Propietario,PAN,1959-12-16, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Primera ,Licenciatura,Psicología,LVII,1997-08-22,2000-08-31
libradosilvagarcia,Librado Silva García,Diputado Propietario,PRI,1900-01-01, ,Mayoría Relativa, Colima Distrito: 2 (Manzanillo) ,Maestría,Administración y contaduría,LVII,1997-08-22,2000-08-31
liliareyesmorales,Lilia Reyes Morales,Diputada Suplente,PRI,1900-01-01, ,Mayoría Relativa, Hidalgo Distrito: 6 (Pachuca de Soto) ,,,LVII,1997-08-22,2000-08-31
linocardenassandoval,Lino Cárdenas Sandoval,Diputado Propietario,PRI,1950-06-18, México ,Mayoría Relativa, México Distrito: 1 (Atlacomulco de Fabela) ,Técnico,Ciencias de la educación,LVII,1997-08-22,2000-08-31
lizandrolizamagarma,Lizandro Lizama Garma,Senador Propietario,PRI,1936-02-05, Yucatán ,Mayoría Relativa, Yucatán ,,,LVII,1997-08-22,2000-08-31
lombardovictorianoguajardoguajardo,Lombardo Victoriano Guajardo Guajardo,Diputado Propietario,PRI,1952-11-18, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 2 (Apodaca) ,Licenciatura,Ingeniería,LVII,1997-08-22,2000-08-31
lourdesangelinamuñozfernandez,Lourdes Angelina Muñoz Fernández,Diputada Propietario,PRI,1956-02-10, ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Arquitectura y diseño,LVII,1997-08-22,2000-08-31
luciacarrascoxochipa,Lucía Carrasco Xochipa,Senadora Propietario,PRI,1948-12-13, Tlaxcala ,Mayoría Relativa, Tlaxcala ,,,LVII,1997-08-22,2000-08-31
luisalejandroguevaracobos,Luis Alejandro Guevara Cobos,Diputado Propietario,PRI,1975-08-26, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
luisdavidgalvezgasca,Luis David Gálvez Gasca,Diputado Propietario,PRD,1953-05-21, ,Mayoría Relativa, México Distrito: 29 (Nezahualcóyotl) ,,,LVII,1997-08-22,2000-08-31
luisgonzalezpintor,Luis González Pintor,Senador Propietario,PAN,1951-07-21, Tlaxcala ,Primera Minoría, Tlaxcala ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
luisguillermovillanuevavaldovinos,Luis Guillermo Villanueva Valdovinos,Diputado Propietario,PAN,1952-01-23, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Pasante/Licenciatura trunca,Humanidades,LVII,1997-08-22,2000-08-31
luishectoralvarezalvarez,Luis Héctor Álvarez Álvarez,Senador Propietario,PAN,1919-10-25, Chihuahua ,Primera Minoría, Chihuahua ,Licenciatura,Administración y contaduría,LVII,1997-08-22,2000-08-31
luismejiaguzman,Luis Mejía Guzmán,Senador Propietario,PAN,1941-06-22, Michoacán ,Representación Proporcional, Michoacán ,,,LVII,1997-08-22,2000-08-31
luismenesesmurillo,Luis Meneses Murillo,Diputado Propietario,PRD,1950-10-22, ,Mayoría Relativa, Sonora Distrito: 7 (Navojoa) ,Licenciatura,Ciencias,LVII,1997-08-22,2000-08-31
