CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
fernandozaratesalgado,Fernando Zárate Salgado,Diputado Propietario,Ind.,16/08/1979, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 17 (Álvaro Obregón) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
flordemariapedrazaaguilera,Flor de María Pedraza Aguilera,Diputada Propietario,PAN,21/08/1977, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,,,LXII,29/08/2012,31/08/2015
florderosaayalarobleslinares,Flor de Rosa Ayala Robles Linares,Diputada Propietario,PRI,22/04/1972, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Maestría,Económico-financiera,LXII,29/08/2012,31/08/2015
franciscaelenacorralescorrales,Francisca Elena Corrales Corrales,Diputada Propietario,PRI,19/05/1965, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 6 (Mazatlán) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
franciscoagustinarroyovieyra,Francisco Agustín Arroyo Vieyra,Diputado Propietario,PRI,16/04/1959, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
franciscoalbertozepedagonzalez,Francisco Alberto Zepeda González,Diputado Propietario,PRI,04/10/1969, Colima ,Mayoría Relativa, Colima Distrito: 2 (Manzanillo) ,Maestría,Ingeniería,LXII,29/08/2012,31/08/2015
franciscoalfonsodurazomontaño,Francisco Alfonso Durazo Montaño,Diputado Propietario,Morena,11/07/1954, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Doctorado,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
franciscogonzalezvargas,Francisco González Vargas,Diputado Propietario,PRI,02/09/1956, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 7 (Tepeapulco) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
franciscograjalespalacios,Francisco Grajales Palacios,Diputado Propietario,PRI,18/08/1956, Chiapas ,Mayoría Relativa, Chiapas Distrito: 7 (Tonalá) ,Pasante/Licenciatura trunca,Otra,LXII,29/08/2012,31/08/2015
franciscotomasrodriguezmontero,Francisco Tomás Rodríguez Montero,Diputado Propietario,PRD,05/11/1943, Morelos ,Mayoría Relativa, Morelos Distrito: 3 (Cuautla) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
frinesorayacordovamoran,Frine Soraya Córdova Morán,Diputada Propietario,PRI,29/06/1959, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
gabrieldejesuscardenasguizar,Gabriel de Jesús Cárdenas Guízar,Diputado Propietario,PAN,28/06/1987, Veracruz ,Mayoría Relativa, Veracruz Distrito: 17 (Cosamaloapan) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
gabrielamedranogalindo,Gabriela Medrano Galindo,Diputada Propietario,PVEM,27/06/1983, Quintana Roo ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
gaudenciohernandezburgos,Gaudencio Hernández Burgos,Diputado Propietario,PRI,19/06/1962, Hidalgo ,Mayoría Relativa, Veracruz Distrito: 5 (Poza Rica de Hidalgo) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
genarocarreñomuro,Genaro Carreño Muro,Diputado Propietario,PAN,27/09/1958, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 8 (Salamanca) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
genaroruizarriaga,Genaro Ruíz Arriaga,Diputado Propietario,PRI,01/07/1955, Distrito Federal ,Mayoría Relativa, Veracruz Distrito: 3 (Tuxpan de Rodríguez Cano) ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
gerardofranciscoliceagaarteaga,Gerardo Francisco Liceaga Arteaga,Diputado Propietario,PRI,03/10/1960, México ,Mayoría Relativa, México Distrito: 2 (Teoloyucan) ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
gerardopeñaaviles,Gerardo Peña Avilés,Diputado Propietario,PAN,27/09/1964, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 2 (Los Mochis) ,Licenciatura,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
gerardovillanuevaalbarran,Gerardo Villanueva Albarrán,Diputado Propietario,Morena,18/09/1972, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 24 (Coyoacán) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
gerardoxavierhernandeztapia,Gerardo Xavier Hernández Tapia,Diputado Propietario,PRI,29/10/1968, México ,Mayoría Relativa, México Distrito: 40 (San Miguel Zinacantepec) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
germanpachecodiaz,Germán Pacheco  Díaz,Diputado Propietario,PAN,16/03/1968, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 8 (Tampico) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
glafirosalinasmendiola,Glafiro Salinas  Mendiola,Diputado Propietario,PAN,31/05/1946, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 1 (Nuevo Laredo) ,Maestría,Económico-financiera,LXII,29/08/2012,31/08/2015
gloriabautistacuevas,Gloria Bautista Cuevas,Diputada Propietario,PRD,16/03/1953, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 3 (Heroica Ciudad de Huajuapan de León) ,,,LXII,29/08/2012,31/08/2015
gloriaelizabethnuñezsanchez,Gloria Elizabeth Núñez Sánchez,Diputada Propietario,PRI,20/03/1984, Jalisco ,Mayoría Relativa, Nayarit Distrito: 3 (Compostela) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
gracielasaldañafraire,Graciela Saldaña  Fraire,Diputada Propietario,PRD,04/02/1961, Distrito Federal ,Mayoría Relativa, Quintana Roo Distrito: 3 (Cancún) ,Maestría,Ciencias,LXII,29/08/2012,31/08/2015
guadalupesocorrofloressalazar,Guadalupe Socorro Flores Salazar,Diputada Propietario,PRD,03/11/1971, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 27 (Tláhuac) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
guadalupedelsocorroortegapacheco,Guadalupe del Socorro Ortega Pacheco,Diputada Propietario,PRI,29/04/1966, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,,,LXII,29/08/2012,31/08/2015
guillermosancheztorres,Guillermo Sánchez Torres,Diputado Propietario,PRD,25/06/1959, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
harveygutierrezalvarez,Harvey Gutiérrez Álvarez,Diputado Propietario,PRI,03/06/1951, Chiapas ,Mayoría Relativa, Chiapas Distrito: 4 (Ocozocoautla de Espinosa) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
hebertoneblinavega,Heberto Neblina Vega,Diputado Propietario,PAN,17/02/1969, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
heribertomanuelgalindoquiñones,Heriberto Manuel Galindo Quiñones,Diputado Propietario,PRI,20/03/1951, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
homeroricardoniñoderiveravela,Homero Ricardo Niño de Rivera Vela,Diputado Propietario,PAN,23/03/1975, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 1 (Santa Catarina) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
hugojarquin,Hugo Jarquín,Diputado Propietario,PRD,01/06/1966, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 8 (Oaxaca de Juárez) ,Preparatoria,,LXII,29/08/2012,31/08/2015
hugomauricioperezanzueto,Hugo Mauricio Pérez Anzueto,Diputado Propietario,PRI,30/12/1969, Chiapas ,Mayoría Relativa, Chiapas Distrito: 11 (Huixtla) ,Pasante/Licenciatura trunca,Administración y contaduría,LXII,29/08/2012,31/08/2015
humbertoalonsomorelli,Humberto Alonso  Morelli,Diputado Propietario,PAN,26/11/1971, Veracruz ,Mayoría Relativa, Veracruz Distrito: 4 (Veracruz) ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
humbertoarmandoprietoherrera,Humberto Armando Prieto  Herrera,Diputado Propietario,PAN,06/08/1985, Sonora ,Mayoría Relativa, Tamaulipas Distrito: 2 (Reynosa) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
hectorhugoroblerogordillo,Héctor Hugo Roblero Gordillo,Diputado Propietario,PT,28/04/1948, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
hectornarciaalvarez,Héctor Narcia Álvarez,Diputado Propietario,PVEM,16/12/1957, ,Mayoría Relativa, Chiapas Distrito: 10 (Villaflores) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
isaiascortesberumen,Isaías Cortés Berumen,Diputado Propietario,PAN,14/10/1972, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
j.jesusoviedoherrera,J. Jesús Oviedo Herrera,Diputado Propietario,PAN,11/06/1965, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 13 (Valle de Santiago) ,Licenciatura,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
jaimechrislopezalvarado,Jaime Chris López Alvarado,Diputado Propietario,PRI,17/09/1979, Baja California ,Mayoría Relativa, Baja California Distrito: 6 (Tijuana) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
javierfilibertoguevaragonzalez,Javier Filiberto Guevara González,Diputado Propietario,PRI,03/12/1965, Puebla ,Mayoría Relativa, Puebla Distrito: 14 (Izúcar de Matamoros) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
javierlopezzavala,Javier López Zavala,Diputado Propietario,PRI,09/01/1969, Chiapas ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
javierorihuelagarcia,Javier Orihuela García,Diputado Propietario,PRD,23/06/1955, Morelos ,Mayoría Relativa, Morelos Distrito: 2 (Jiutepec) ,Licenciatura,Agropecuaria y zootecnia,LXII,29/08/2012,31/08/2015
javierorozcogomez,Javier Orozco Gómez,Diputado Propietario,PVEM,18/11/1964, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
jessicasalazartrejo,Jessica Salazar Trejo,Diputada Propietario,PRD,30/05/1991, Distrito Federal ,Mayoría Relativa, México Distrito: 17 (Ecatepec de Morelos) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
jesusantoniovaldespalazuelos,Jesús Antonio Valdés Palazuelos,Diputado Propietario,PRI,13/12/1978, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 5 (Culiacán de Rosales) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
jesusmoralesflores,Jesús Morales Flores,Diputado Propietario,PRI,19/07/1946, ,Mayoría Relativa, Puebla Distrito: 7 (Tepeaca) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
jesustolentinoromanbojorquez,Jesús Tolentino Román Bojórquez,Diputado Propietario,PRI,10/09/1956, Sinaloa ,Mayoría Relativa, México Distrito: 25 (Chimalhuacán) ,Pasante/Licenciatura trunca,Ciencias,LXII,29/08/2012,31/08/2015
jhonatanjardinesfraire,Jhonatan Jardines Fraire,Diputado Propietario,PRD,23/10/1980, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 6 (Gustavo A. Madero) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
joaquinanavarretecontreras,Joaquina Navarrete Contreras,Diputada Propietario,PRD,03/08/1966, México ,Mayoría Relativa, México Distrito: 20 (Ciudad Nezahualcóyotl) ,,,LXII,29/08/2012,31/08/2015
jorgedelangelacosta,Jorge Del Ángel Acosta,Diputado Propietario,PRI,28/06/1948, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Administración y contaduría,LXII,29/08/2012,31/08/2015
jorgefedericodelavegamembrillo,Jorge Federico De la Vega Membrillo,Diputado Propietario,PRD,23/04/1959, México ,Mayoría Relativa, México Distrito: 38 (Texcoco de Mora) ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
jorgefranciscosotomayorchavez,Jorge Francisco Sotomayor Chávez,Diputado Propietario,Ind.,05/02/1980, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 15 (Benito Juárez) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
jorgeivanvillalobosseañez,Jorge Iván Villalobos Seañez,Diputado Propietario,PAN,19/07/1978, Chihuahua ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
jorgemendozagarza,Jorge Mendoza Garza,Diputado Propietario,PRI,01/09/1951, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
jorgerosiñolabreu,Jorge Rosiñol  Abreu,Diputado Propietario,PAN,18/09/1958, Campeche ,Representación Proporcional, Campeche Circunscripción: Tercera ,,,LXII,29/08/2012,31/08/2015
jorgesalgadoparra,Jorge Salgado Parra,Diputado Propietario,PRD,28/10/1979, Guerrero ,Mayoría Relativa, Guerrero Distrito: 7 (Chilpancingo) ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
josefinagarciahernandez,Josefina García Hernández,Diputada Propietario,PRI,25/12/1973, Puebla ,Mayoría Relativa, Puebla Distrito: 4 (Zacapoaxtla) ,Maestría,Económico-financiera,LXII,29/08/2012,31/08/2015
josefinasalinasperez,Josefina Salinas Pérez,Diputada Propietario,PRD,03/09/1965, México ,Representación Proporcional, México Circunscripción: Quinta ,Primaria,,LXII,29/08/2012,31/08/2015
josealbertobenavidescastañeda,José Alberto Benavides Castañeda,Diputado Propietario,PT,27/11/1970, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 20 (Iztapalapa) ,Maestría,Económico-financiera,LXII,29/08/2012,31/08/2015
josealejandrollanasalba,José Alejandro Llanas  Alba,Diputado Propietario,PAN,24/06/1978, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 3 (Río Bravo) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
josealejandromontanoguzman,José Alejandro Montano Guzmán,Diputado Propietario,PRI,26/11/1956, Veracruz ,Mayoría Relativa, Veracruz Distrito: 8 (Xalapa) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
josealfredobotellomontes,José Alfredo Botello Montes,Diputado Propietario,PAN,07/12/1956, Querétaro ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
joseangelavilaperez,José Angel Ávila Pérez,Diputado Propietario,PRD,07/10/1956, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
joseangelinocaamalmena,José Angelino Caamal Mena,Diputado Propietario,Panal,14/02/1961, Campeche ,Representación Proporcional, Campeche Circunscripción: Tercera ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
joseantoniohurtadogallegos,José Antonio Hurtado Gallegos,Diputado Propietario,MC,13/06/1955, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 5 (Tlalpan) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
joseantonioleonmendivil,José Antonio León Mendívil,Diputado Propietario,PRD,17/04/1946, Sinaloa ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Económico-financiera,LXII,29/08/2012,31/08/2015
joseantoniorojogarciadealba,José Antonio Rojo García de Alba,Diputado Propietario,PRI,14/02/1966, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 5 (Tula de Allende) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
josearturolopezcandido,José Arturo López Candido,Diputado Propietario,Morena,20/12/1952, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 26 (Magdalena Contreras) ,Licenciatura,Ciencias,LXII,29/08/2012,31/08/2015
joseenriquedogerguerrero,José Enrique Doger Guerrero,Diputado Propietario,PRI,19/08/1957, Puebla ,Mayoría Relativa, Puebla Distrito: 6 (Heroica Puebla de Zaragoza) ,Maestría,Ciencias de la salud,LXII,29/08/2012,31/08/2015
joseenriquereinalizarraga,José Enrique Reina Lizárraga,Diputado Propietario,PAN,12/08/1969, Sonora ,Mayoría Relativa, Sonora Distrito: 1 (San Luis Río Colorado) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
joseeverardonavagomez,José Everardo Nava Gómez,Diputado Propietario,PRI,04/01/1961, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 1 (Matehuala) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
josefranciscocoronatorodriguez,José Francisco Coronato Rodríguez,Diputado Propietario,MC,04/12/1953, Morelos ,Mayoría Relativa, Morelos Distrito: 1 (Cuernavaca) ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
josegonzalezmorfin,José González Morfín,Diputado Propietario,PAN,25/07/1954, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
joseguadalupegarciaramirez,José Guadalupe García  Ramírez,Diputado Propietario,PAN,09/12/1968, Querétaro ,Mayoría Relativa, Querétaro Distrito: 4 (Santiago de Querétaro) ,Técnico,Comunicación,LXII,29/08/2012,31/08/2015
joseguillermoanayallamas,José Guillermo Anaya Llamas,Diputado Propietario,PAN,02/07/1968, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
josehumbertovegavazquez,José Humberto Vega Vázquez,Diputado Propietario,PRD,03/11/1957, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 2 (Tlaxcala de Xicohténcatl) ,Maestría,Otra,LXII,29/08/2012,31/08/2015
joseignacioduartemurillo,José Ignacio Duarte Murillo,Diputado Propietario,PRI,09/09/1965, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 2 (Ciudad Juárez) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
joseisabeltrejoreyes,José Isabel Trejo Reyes,Diputado Propietario,PAN,09/04/1959, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
joseluisesquivelzalpa,José Luis Esquivel Zalpa,Diputado Propietario,PRD,15/11/1953, Michoacán ,Mayoría Relativa, Michoacán Distrito: 7 (Zacapu) ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
joseluisfloresmendez,José Luis Flores Méndez,Diputado Propietario,PRI,28/04/1956, Coahuila ,Mayoría Relativa, Coahuila Distrito: 2 (San Pedro) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
joseluismuñozsoria,José Luis Muñoz Soria,Diputado Propietario,PRD,10/08/1948, Guanajuato ,Mayoría Relativa, Distrito Federal Distrito: 12 (Cuauhtémoc) ,Maestría,Ingeniería,LXII,29/08/2012,31/08/2015
joseluismarquezmartinez,José Luis Márquez Martínez,Diputado Propietario,PRI,21/06/1966, Puebla ,Mayoría Relativa, Puebla Distrito: 2 (Zacatlán) ,Pasante/Licenciatura trunca,Administración y contaduría,LXII,29/08/2012,31/08/2015
joseluisoliverosusabiaga,José Luis Oliveros  Usabiaga,Diputado Propietario,PAN,08/05/1983, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 14 (Acámbaro) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
joseluisvallemagaña,José Luis Valle Magaña,Diputado Propietario,MC,26/09/1959, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Preparatoria,,LXII,29/08/2012,31/08/2015
josemartinlopezcisneros,José Martín López Cisneros,Diputado Propietario,PAN,11/11/1972, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 7 (Monterrey) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
josenoelperezdealba,José Noel Pérez de Alba,Diputado Propietario,PRI,21/09/1961, Jalisco ,Mayoría Relativa, Jalisco Distrito: 2 (Lagos de Moreno) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
josepilarmorenomontoya,José Pilar Moreno Montoya,Diputado Propietario,PRI,12/10/1959, Aguascalientes ,Mayoría Relativa, Aguascalientes Distrito: 1 (Jesús María) ,Maestría,Humanidades,LXII,29/08/2012,31/08/2015
joserangelespinosa,José Rangel Espinosa,Diputado Propietario,PRI,19/03/1956, México ,Mayoría Relativa, México Distrito: 3 (Atlacomulco de Fabela) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
joserubenescajedajimenez,José Rubén Escajeda Jiménez,Diputado Propietario,PRI,11/03/1960, ,Mayoría Relativa, Durango Distrito: 3 (Guadalupe Victoria) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
joseangelgonzalezserna,José Ángel González  Serna,Diputado Propietario,PAN,12/08/1959, Aguascalientes ,Mayoría Relativa, Aguascalientes Distrito: 3 (Aguascalientes) ,Maestría,Agropecuaria y zootecnia,LXII,29/08/2012,31/08/2015
juanbuenotorio,Juan Bueno Torio,Diputado Propietario,PAN,21/09/1953, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
juancarlosmuñozmarquez,Juan Carlos Muñoz Márquez,Diputado Propietario,PAN,30/11/1969, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,,,LXII,29/08/2012,31/08/2015
juancarlosuribepadilla,Juan Carlos Uribe Padilla,Diputado Propietario,PAN,31/12/1966, México ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
juancarlosvelascoperez,Juan Carlos Velasco Pérez,Diputado Propietario,PRI,03/08/1952, Michoacán ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
juanfranciscocaceresdelafuente,Juan Francisco Cáceres de la Fuente,Diputado Propietario,PAN,26/10/1962, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
juanignaciosamperiomontaño,Juan Ignacio Samperio Montaño,Diputado Propietario,MC,04/10/1957, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
juanjesusaquinocalvo,Juan Jesús Aquino Calvo,Diputado Propietario,PAN,27/08/1975, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
juanluismartinezmartinez,Juan Luis Martínez Martínez,Diputado Propietario,Morena,26/06/1972, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 2 (Teotitlán de Flores Magón) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
juanmanuelfocilperez,Juan Manuel Fócil Pérez,Diputado Propietario,PRD,12/06/1963, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
juanmanuelgastelumbuenrostro,Juan Manuel Gastélum Buenrostro,Diputado Propietario,PAN,31/10/1954, Baja California ,Mayoría Relativa, Baja California Distrito: 5 (Tijuana) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
juanmanuelrochapiedra,Juan Manuel Rocha Piedra,Diputado Propietario,PRI,27/06/1960, Nayarit ,Mayoría Relativa, Nayarit Distrito: 1 (Santiago Ixcuintla) ,,,LXII,29/08/2012,31/08/2015
juanpabloadamealeman,Juan Pablo Adame Alemán,Diputado Propietario,PAN,12/09/1985, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
juanabonillajaime,Juana Bonilla Jaime,Diputada Propietario,PRD,16/05/1961, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Otra,LXII,29/08/2012,31/08/2015
juditmagdalenaguerrerolopez,Judit Magdalena Guerrero López,Diputada Propietario,PRI,04/04/1961, ,Mayoría Relativa, Zacatecas Distrito: 3 (Zacatecas) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
juliocesarflemateramirez,Julio César Flemate Ramírez,Diputado Propietario,PRI,26/09/1966, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 2 (Jerez de García Salinas) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
juliocesarlorenzinirangel,Julio César Lorenzini Rangel,Diputado Propietario,PAN,02/10/1977, Michoacán ,Mayoría Relativa, Puebla Distrito: 10 (Cholula de Rivadavia) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
juliocesarmorenorivera,Julio César Moreno Rivera,Diputado Propietario,PRD,02/02/1973, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
julisamejiaguardado,Julisa Mejía Guardado,Diputada Propietario,PRD,16/10/1960, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
kamelathieflores,Kamel Athie Flores,Diputado Propietario,PRI,28/02/1950, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 7 (Cuauhtémoc) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
karenquirogaanguiano,Karen Quiroga Anguiano,Diputada Propietario,PRD,19/01/1980, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 18 (Iztapalapa) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
karinalabastidasotelo,Karina Labastida Sotelo,Diputada Propietario,PAN,12/01/1976, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
landymargaritaberzunzanovelo,Landy Margarita Berzunza Novelo,Diputada Propietario,PRI,05/07/1965, Campeche ,Mayoría Relativa, Campeche Distrito: 1 (Campeche) ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
laurabarrerafortoul,Laura Barrera Fortoul,Diputada Propietario,PRI,10/05/1976, México ,Mayoría Relativa, México Distrito: 27 (Metepec) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
lauraguadalupevargasvargas,Laura Guadalupe Vargas Vargas,Diputada Propietario,PRI,10/12/1987, Puebla ,Mayoría Relativa, Puebla Distrito: 1 (Huauchinango de Degollado) ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
lauraximenamartelcantu,Laura Ximena Martel Cantú,Diputada Propietario,PVEM,05/05/1985, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
