CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
EMFA,Frida Alejandra Esparza Marquez,Diputada Propietario,PRD,01/01/1900, ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Humanidades,LXIV,29/08/2018,31/08/2021
AYF,Frinne Azuara Yarzabal,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Maestría,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
CBG,Gabriela Cuevas Barron,Diputada Propietario,Morena,03/04/1979, Distrito Federal ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
HVGI,Geraldina Isabel Herrera Vega,Diputada Propietario,MC,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 10 (Zapopan) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021
RLG,Gloria Romero Leon,Diputada Propietario,PAN,25/01/1964, Hidalgo ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
HPG,Gonzalo Herrera Perez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 7 (Zacapu) ,Licenciatura,,LXIV,29/08/2018,31/08/2021
SOG,Graciela Sanchez Ortiz,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 21 (Amecameca de Juárez) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
ZSG,Graciela Zavaleta Sanchez,Diputada Propietario,Morena,23/12/1946, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Primaria,,LXIV,29/08/2018,31/08/2021
RSG,Guadalupe Ramos Sotelo,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 24 (Coyoacán) ,Técnico,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
RRG,Guadalupe Romo Romo,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 3 (Tepatitlán de Morelos) ,Secundaria,,LXIV,29/08/2018,31/08/2021
CMG,Gustavo Contreras Montes,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 8 (Tultitlán de Mariano Escobedo) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021
ACHM,Heriberto Marcelo Aguilar Castillo,Diputado Propietario,Morena,12/02/1975, Sonora ,Mayoría Relativa, Sonora Distrito: 4 (Guaymas) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
SWH,Hernan Salinas Wolberg,Diputado Propietario,PAN,01/04/1982, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 1 (Santa Catarina) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
ONHP,Hilda Patricia Ortega Najera,Diputada Propietario,Morena,10/08/1966, ,Mayoría Relativa, Durango Distrito: 4 (Victoria de Durango) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
GMH,Hildelisa Gonzalez Morales,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Sonora Distrito: 7 (Navojoa) ,Profesor Normalista,,LXIV,29/08/2018,31/08/2021
MMH,Hirepan Maya Martinez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Secundaria,,LXIV,29/08/2018,31/08/2021
RLHR,Hugo Rafael Ruiz Lustre,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Maestría,Otra,LXIV,29/08/2018,31/08/2021
SCH,Hector Serrano Cortes,Diputado Propietario,PT,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
RMI,Idalia Reyes Miguel,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
PJI,Ines Parra Juarez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 4 (Ajalpan) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
SMI,Iran Santiago Manuel,Diputado Propietario,Morena,04/03/1985, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
BDIdC,Irasema del Carmen Buenfil Diaz,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, Campeche Distrito: 2 (Ciudad del Carmen) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
MEI,Irineo Molina Espinoza,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 1 (San Juan Bautista Tuxtepec) ,Licenciatura,Otra,LXIV,29/08/2018,31/08/2021
JCI,Irma Juan Carlos,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 2 (Teotitlán de Flores Magón) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021
TVIM,Irma Maria Teran Villalobos,Diputada Propietario,PES,01/01/1900, ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021
GVIM,Isabel Margarita Guerra Villarreal,Diputada Propietario,PAN,01/01/1900, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
GCI,Isaias Gonzalez Cuevas,Diputado Propietario,PRI,06/07/1940, México ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Secundaria,,LXIV,29/08/2018,31/08/2021
HDIA,Ismael Alfredo Hernandez Deras,Diputado Propietario,PRI,20/02/1964, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
CAJD,Jacobo David Cheja Alfaro,Diputado Propietario,MC,08/10/1965, San Luis Potosí ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
MJJ,Jacquelina Martinez Juarez,Diputada Propietario,PAN,26/05/1981, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021
PBJH,Jaime Humberto Perez Bernabe,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 6 (Papantla de Olarte) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
MCJM,Janet Melanie Murillo Chavez,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 9 (Irapuato) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
TIJ,Jannet Tellez Infante,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 7 (Tepeapulco) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
HPJA,Javier Ariel Hidalgo Ponce,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 10 (Miguel Hidalgo) ,Licenciatura,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021
MSJ,Javier Manzano Salazar,Diputado Propietario,Morena,05/06/1963, Guerrero ,Mayoría Relativa, Guerrero Distrito: 5 (Tlapa) ,Profesor Normalista,,LXIV,29/08/2018,31/08/2021
SNJ,Javier Salinas Narvaez,Diputado Propietario,Morena,22/11/1965, ,Representación Proporcional, México Circunscripción: Quinta ,Doctorado,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
VPJC,Jesus Carlos Vidal Peniche,Diputado Propietario,PVEM,01/01/1900, ,Mayoría Relativa, Yucatán Distrito: 1 (Valladolid) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
GHJF,Jesus Fernando Garcia Hernandez,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Sinaloa Distrito: 3 (Guamuchil) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
GAJ,Jesus Guzman Aviles,Diputado Propietario,PAN,25/12/1961, Veracruz ,Mayoría Relativa, Veracruz Distrito: 2 (Tantoyuca) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
MMJS,Jesus Salvador Minor Mora,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Baja California Distrito: 1 (Mexicali) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
ANJS,Jesus Sergio Alcantara Nuñez,Diputado Propietario,PRI,21/06/1965, México ,Representación Proporcional, México Circunscripción: Quinta ,Doctorado,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
GLJA,Jorge Alcibiades Garcia Lara,Diputado Propietario,MC,05/08/1969, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
AVJA,Jorge Arturo Argüelles Victorero,Diputado Propietario,PES,01/01/1900, ,Mayoría Relativa, Morelos Distrito: 4 (Jojutla) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
EGJA,Jorge Arturo Espadas Galvan,Diputado Propietario,PAN,08/09/1975, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 11 (León) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
MNJL,Jorge Luis Montes Nieves,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Querétaro Distrito: 2 (San Juan del Río) ,Licenciatura,Psicología,LXIV,29/08/2018,31/08/2021
PRJL,Jorge Luis Preciado Rodriguez,Diputado Propietario,PAN,09/08/1972, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
RHJ,Jorge Romero Herrera,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
SBJ,Josefina Salazar Baez,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, San Luis Potosí Distrito: 5 (San Luis Potosí) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
GQJDC,Jose Del Carmen Gomez Quej,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Campeche Circunscripción: Tercera ,Maestría,Económico-financiera,LXIV,29/08/2018,31/08/2021
LAJE,Jose Elias Lixa Abimerhi,Diputado Propietario,PAN,28/02/1987, Yucatán ,Mayoría Relativa, Yucatán Distrito: 4 (Mérida) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021
FNJGR,Jose Gerardo Rodolfo Fernandez Noroña,Diputado Propietario,PT,19/03/1960, Distrito Federal ,Mayoría Relativa, Ciudad de México Distrito: 4 (Iztapalapa) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
ARJG,Jose Guadalupe Aguilera Rojas,Diputado Propietario,PRD,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 11 (Pátzcuaro) ,Profesor Normalista,,LXIV,29/08/2018,31/08/2021
AGJG,Jose Guadalupe Ambrocio Gachuz,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Morelos Distrito: 5 (Yautepec) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
ASJG,Jose Guillermo Arechiga Santamaria,Diputado Propietario,Morena,02/09/1958, Puebla ,Mayoría Relativa, Puebla Distrito: 9 (Heroica Puebla de Zaragoza) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
TRJI,Jose Isabel Trejo Reyes,Diputado Propietario,PAN,09/04/1959, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
EFJL,Jose Luis Elorza Flores,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 12 (Tapachula) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
GDJL,Jose Luis Garcia Duque,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Nuevo León Distrito: 3 (General Escobedo) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
MLJL,Jose Luis Montalvo Luna,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 39 (Los Reyes Acaquilpan) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
CPJR,Jose Ramon Cambero Perez,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
DEJR,Jose Ricardo Delsol Estrada,Diputado Propietario,Morena,01/01/1900, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 4 (Ciudad Valles) ,,,LXIV,29/08/2018,31/08/2021
GCJR,Jose Ricardo Gallardo Cardona,Diputado Propietario,PVEM,10/11/1980, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 2 (Soledad de Graciano Sánchez) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
MAJR,Jose Rigoberto Mares Aguilar,Diputado Propietario,PAN,17/02/1981, Michoacán ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021
RQJS,Jose Salvador Rosas Quintanilla,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Tamaulipas Distrito: 1 (Nuevo Laredo) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021
SSJdlL,Jose de la Luz Sosa Salinas,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,Técnico,Otra,LXIV,29/08/2018,31/08/2021
BBJA,Juan Angel Bautista Bravo,Diputado Propietario,Morena,01/01/1900, México ,Mayoría Relativa, México Distrito: 31 (Ciudad Nezahualcóyotl) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
RHJC,Juan Carlos Romero Hicks,Diputado Propietario,PAN,10/12/1955, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 4 (Guanajuato) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
FEJE,Juan Enrique Farrera Esponda,Diputado Propietario,Morena,21/03/1967, Chiapas ,Mayoría Relativa, Chiapas Distrito: 10 (Villaflores) ,Pasante/Licenciatura trunca,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
EEJF,Juan Francisco Espinoza Eguia,Diputado Propietario,PRI,10/11/1971, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 9 (Linares) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
RRJI,Juan Israel Ramos Ruiz,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Secundaria,,LXIV,29/08/2018,31/08/2021
CPJJ,Juan Jose Canul Perez,Diputado Propietario,PRI,01/01/1900, Yucatán ,Mayoría Relativa, Yucatán Distrito: 5 (Ticul) ,,,LXIV,29/08/2018,31/08/2021
ECJM,Juan Martin Espinoza Cardenas,Diputado Propietario,MC,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 17 (Jocotepec) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
MFJ,Juan Martinez Flores,Diputado Propietario,Morena,03/04/1956, ,Mayoría Relativa, Veracruz Distrito: 16 (Córdoba) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
OGJ,Juan Ortiz Guarneros,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
SRJP,Juan Pablo Sanchez Rodriguez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 20 (Ciudad Nezahualcóyotl) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
CLJ,Juana Carrillo Luna,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
GMJ,Juanita Guerra Mena,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Morelos Distrito: 3 (Cuautla) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021
VVJK,Julieta Kristal Vences Valencia,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 8 (Ciudad Serdán) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
CAJ,Julio Carranza Areas,Diputado Propietario,Morena,14/03/1965, Chiapas ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ingeniería,LXIV,29/08/2018,31/08/2021
AMJC,Julio Cesar Angeles Mendoza,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 5 (Tula de Allende) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
ARJE,Justino Eugenio Arriaga Rojas,Diputado Propietario,PAN,20/09/1979, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 8 (Salamanca) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
GMKM,Karen Michel Gonzalez Marquez,Diputada Propietario,PAN,21/01/1988, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 7 (San Francisco del Rincón) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021
ABKY,Karla Yuritzi Almazan Burgos,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 38 (Texcoco de Mora) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
CLKA,Katia Alejandra Castillo Lozano,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Técnico,Otra,LXIV,29/08/2018,31/08/2021
RHLA,Laura Angelica Rojas Hernandez,Diputada Propietario,PAN,26/12/1975, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
BFL,Laura Barrera Fortoul,Diputada Propietario,PRI,10/05/1976, México ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
MGL,Laura Martinez Gonzalez,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Preparatoria,,LXIV,29/08/2018,31/08/2021
AMLP,Laura Patricia Avalos Magaña,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Tabasco Distrito: 5 (Paraíso) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
CCLN,Lenin Nelson Campos Cordova,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
AMLA,Leticia Arlett Aguilar Molina,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 9 (Tuxtla Gutiérrez) ,Pasante/Licenciatura trunca,Comunicación,LXIV,29/08/2018,31/08/2021
DAL,Leticia Diaz Aguilar,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Derecho,LXIV,29/08/2018,31/08/2021
GOLM,Leticia Mariana Gomez Ordaz,Diputada Propietario,PVEM,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Otra,LXIV,29/08/2018,31/08/2021
GAL,Lidia Garcia Anaya,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 6 (Pachuca de Soto) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
VZL,Lilia Villafuerte Zavala,Diputada Propietario,PVEM,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 10 (Uriangato) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
MLL,Lizbeth Mata Lozano,Diputada Propietario,PAN,10/01/1984, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
GMLA,Lizeth Amayrani Guerra Mendez,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021
JALdS,Lorena del Socorro Jimenez Andrade,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 5 (Puerto Vallarta) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
VSLI,Lorenia Iveth Valles Sampedro,Diputada Propietario,Morena,18/12/1976, Sonora ,Mayoría Relativa, Sonora Distrito: 3 (Hermosillo) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
SSL,Lucinda Sandoval Soberanes,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Secundaria,,LXIV,29/08/2018,31/08/2021
DJJL,Lucio De Jesus Jimenez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Secundaria,,LXIV,29/08/2018,31/08/2021
PCLE,Lucio Ernesto Palacios Cordero,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
FOL,Lucia Flores Olivo,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021
MALA,Luis Alberto Mendoza Acevedo,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 15 (Benito Juárez) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
CMLEL,Luis Eleusis Leonidas Cordova Moran,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
MVLE,Luis Enrique Martinez Ventura,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 32 (Valle de Chalco Solidaridad) ,Licenciatura,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021
MNLE,Luis Enrique Miranda Nava,Diputado Propietario,PRI,04/02/1965, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
ASLJ,Luis Javier Alegre Salazar,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
RMLE,Luz Estefania Rosas Martinez,Diputada Propietario,Morena,22/08/1995, Distrito Federal ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Comunicación,LXIV,29/08/2018,31/08/2021
BCLE,Lyndiana Elizabeth Bugarin Cortes,Diputada Propietario,PVEM,01/01/1900, ,Mayoría Relativa, Zacatecas Distrito: 2 (Jerez de García Salinas) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021
ERMEL,Ma. Eugenia Leticia Espinosa Rivas,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 14 (Acámbaro) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021
RMMS,Ma. Sara Rocha Medina,Diputada Propietario,PRI,09/10/1967, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 1 (Matehuala) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
GGMdJ,Ma. de Jesus Garcia Guardado,Diputada Propietario,Morena,03/04/1959, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021
ADMdlÁ,Ma. de los Angeles Ayala Diaz,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 3 (León) ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021
OMMdP,Ma. del Pilar Ortega Martinez,Diputada Propietario,PAN,29/06/1968, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 6 (León) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
BAM,Madeleine Bonnafoux Alcaraz,Diputada Propietario,PAN,01/01/1900, ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
GMMMG,Maiella Martha Gabriela Gomez Maldonado,Diputada Propietario,Sin Partido,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 2 (Cuautilulco Barrio) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
GVM,Manuel Gomez Ventura,Diputado Propietario,Morena,10/11/1966, Tabasco ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
HMM,Manuel Huerta Martinez,Diputado Propietario,PT,01/01/1900, ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
LHM,Manuel Limon Hernandez,Diputado Propietario,PRI,10/01/1946, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Preparatoria,,LXIV,29/08/2018,31/08/2021
LCM,Manuel Lopez Castillo,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
RGM,Manuel Rodriguez Gonzalez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Tabasco Distrito: 4 (Villahermosa) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
ONMdC,Manuela del Carmen Obrador Narvaez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 1 (Palenque) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021
VGMG,Marcela Guillermina Velasco Gonzalez,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021
RHM,Marcelino Rivera Hernandez,Diputado Propietario,PAN,26/04/1984, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 7 (Tamazunchale) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
ACMA,Marco Antonio Adame Castillo,Diputado Propietario,PAN,06/12/1960, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021
AZMA,Marco Antonio Andrade Zavala,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
GRMA,Marco Antonio Gonzalez Reyes,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Psicología,LXIV,29/08/2018,31/08/2021
GAMA,Marco Antonio Gomez Alcantar,Diputado Propietario,PVEM,01/01/1900, ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
